0.000000000000000000e+00 7.630750892682629516e-01
3.015075376884421982e-02 7.105665213206542319e-01
6.030150753768843963e-02 6.512854646333569031e-01
9.045226130653266639e-02 5.974211480574651567e-01
1.206030150753768793e-01 7.535546145546239138e-01
1.507537688442210921e-01 7.494436945635700731e-01
1.809045226130653328e-01 6.386288199312896152e-01
2.110552763819095456e-01 5.991859873950798887e-01
2.412060301507537585e-01 7.635842460678629040e-01
2.713567839195979992e-01 6.684055257185019805e-01
3.015075376884421843e-01 7.202975864377907378e-01
3.316582914572864249e-01 6.966337713813912647e-01
3.618090452261306655e-01 6.095640908979405026e-01
3.919597989949748507e-01 6.388202204944759544e-01
4.221105527638190913e-01 6.109629130923621698e-01
4.522613065326632764e-01 6.675874211836271277e-01
4.824120603015075170e-01 6.583784157085836863e-01
5.125628140703517577e-01 6.038570794079185511e-01
5.427135678391959983e-01 7.426393990371926712e-01
5.728643216080401279e-01 7.013782844618466905e-01
6.030150753768843686e-01 7.443934664439086912e-01
6.331658291457286092e-01 8.083715790706103022e-01
6.633165829145728498e-01 7.278960377502341483e-01
6.934673366834170904e-01 6.701890793998720453e-01
7.236180904522613311e-01 7.210733156172520752e-01
7.537688442211054607e-01 6.705702988276425192e-01
7.839195979899497013e-01 7.861413572107702752e-01
8.140703517587939420e-01 7.999064020037718326e-01
8.442211055276381826e-01 6.777362581591448443e-01
8.743718592964824232e-01 7.037049754800185353e-01
9.045226130653265528e-01 7.477592821746819052e-01
9.346733668341707935e-01 6.762943574362791921e-01
9.648241206030150341e-01 8.172435191881705085e-01
9.949748743718592747e-01 7.685697609374257944e-01
1.025125628140703515e+00 7.248695513128401435e-01
1.055276381909547645e+00 7.729834992715708397e-01
1.085427135678391997e+00 8.400353819117618581e-01
1.115577889447236126e+00 8.929046225110053303e-01
1.145728643216080256e+00 7.463284666095929554e-01
1.175879396984924607e+00 7.820328195895739354e-01
1.206030150753768737e+00 9.036164405250769471e-01
1.236180904522613089e+00 7.947927980938951364e-01
1.266331658291457218e+00 9.212568086511940812e-01
1.296482412060301348e+00 9.759516057189183691e-01
1.326633165829145700e+00 8.270900802725883461e-01
1.356783919597989829e+00 8.497996048207231423e-01
1.386934673366834181e+00 9.831447357545528565e-01
1.417085427135678311e+00 8.806921263382314624e-01
1.447236180904522662e+00 8.592387340341971491e-01
1.477386934673366792e+00 9.268855754022854443e-01
1.507537688442210921e+00 9.570516329191245397e-01
1.537688442211055273e+00 1.026809934104128352e+00
1.567839195979899403e+00 1.009440424640579925e+00
1.597989949748743754e+00 9.640139612060040220e-01
1.628140703517587884e+00 9.801467675988867478e-01
1.658291457286432014e+00 1.013412252845923289e+00
1.688442211055276365e+00 1.002627248368002100e+00
1.718592964824120495e+00 1.177287492105565159e+00
1.748743718592964846e+00 1.193589964635465961e+00
1.778894472361808976e+00 1.071096356792413662e+00
1.809045226130653106e+00 1.081648847068450214e+00
1.839195979899497457e+00 1.062331732519158356e+00
1.869346733668341587e+00 1.134091368228703267e+00
1.899497487437185939e+00 1.172599639543733918e+00
1.929648241206030068e+00 1.279051354526766993e+00
1.959798994974874198e+00 1.279749859967247883e+00
1.989949748743718549e+00 1.212491670437931157e+00
2.020100502512562901e+00 1.277272226555756118e+00
2.050251256281407031e+00 1.338854925669842544e+00
2.080402010050251160e+00 1.414883664233940852e+00
2.110552763819095290e+00 1.395115464672469496e+00
2.140703517587939420e+00 1.431271672330082900e+00
2.170854271356783993e+00 1.484510291533063242e+00
2.201005025125628123e+00 1.348362575594914459e+00
2.231155778894472252e+00 1.454340375770585281e+00
2.261306532663316382e+00 1.432593012538375454e+00
2.291457286432160512e+00 1.564436935981655008e+00
2.321608040201005085e+00 1.477692103925070777e+00
2.351758793969849215e+00 1.562248237634293879e+00
2.381909547738693345e+00 1.562395797336773917e+00
2.412060301507537474e+00 1.519962196727098203e+00
2.442211055276381604e+00 1.582574576894721918e+00
2.472361809045226178e+00 1.582449417390110025e+00
2.502512562814070307e+00 1.591619255289954182e+00
2.532663316582914437e+00 1.618732973588935087e+00
2.562814070351758566e+00 1.710934743383777823e+00
2.592964824120602696e+00 1.731064636934736667e+00
2.623115577889447270e+00 1.846681664678259782e+00
2.653266331658291399e+00 1.743792169027604366e+00
2.683417085427135529e+00 1.827491894746434475e+00
2.713567839195979658e+00 1.876312958583579160e+00
2.743718592964823788e+00 1.846876833822346242e+00
2.773869346733668362e+00 1.886755303817495566e+00
2.804020100502512491e+00 1.938426378054453503e+00
2.834170854271356621e+00 1.856858562705492766e+00
2.864321608040200751e+00 1.917393313837843172e+00
2.894472361809045324e+00 2.008824065396508374e+00
2.924623115577889454e+00 1.925314428843378334e+00
2.954773869346733584e+00 1.988536678156151094e+00
2.984924623115577713e+00 1.939509682509996003e+00
3.015075376884421843e+00 1.963648457623066612e+00
3.045226130653266416e+00 1.974000592991673519e+00
3.075376884422110546e+00 1.996710918555410386e+00
3.105527638190954676e+00 2.075643449076181035e+00
3.135678391959798805e+00 1.998322945296112430e+00
3.165829145728642935e+00 2.008094232062058282e+00
3.195979899497487509e+00 1.910810740974317801e+00
3.226130653266331638e+00 2.087101238068468589e+00
3.256281407035175768e+00 1.959619413817204281e+00
3.286432160804019897e+00 2.040169073234619823e+00
3.316582914572864027e+00 2.044664429794515126e+00
3.346733668341708601e+00 1.993826479438304267e+00
3.376884422110552730e+00 1.902305802198227758e+00
3.407035175879396860e+00 2.023313109665092480e+00
3.437185929648240990e+00 1.939998324324603507e+00
3.467336683417085119e+00 1.880715514051408244e+00
3.497487437185929693e+00 1.802627028214075056e+00
3.527638190954773822e+00 1.825826807060146661e+00
3.557788944723617952e+00 1.898179569342961504e+00
3.587939698492462082e+00 1.826648487545346811e+00
3.618090452261306211e+00 1.865154540454080134e+00
3.648241206030150785e+00 1.802611928542799502e+00
3.678391959798994915e+00 1.744768462579231683e+00
3.708542713567839044e+00 1.797035780378866354e+00
3.738693467336683174e+00 1.753723257153458892e+00
3.768844221105527303e+00 1.631205799810687473e+00
3.798994974874371877e+00 1.588826398415021046e+00
3.829145728643216007e+00 1.587960386036591398e+00
3.859296482412060136e+00 1.693201205092269124e+00
3.889447236180904266e+00 1.485254909666554601e+00
3.919597989949748396e+00 1.598830432686948688e+00
3.949748743718592969e+00 1.603462854388926440e+00
3.979899497487437099e+00 1.416901289907858796e+00
4.010050251256281229e+00 1.452351263440165852e+00
4.040201005025125802e+00 1.373694392575289802e+00
4.070351758793969488e+00 1.462352984400438149e+00
4.100502512562814061e+00 1.443130699124730798e+00
4.130653266331657747e+00 1.409168608514069554e+00
4.160804020100502321e+00 1.437213638291144013e+00
4.190954773869346894e+00 1.288642686308771212e+00
4.221105527638190580e+00 1.405439833389117155e+00
4.251256281407035154e+00 1.346815182036378289e+00
4.281407035175878839e+00 1.316109629953693183e+00
4.311557788944723413e+00 1.244477104200620632e+00
4.341708542713567986e+00 1.314173268426967356e+00
4.371859296482411672e+00 1.109941210405181788e+00
4.402010050251256246e+00 1.115070307658943882e+00
4.432160804020099931e+00 1.113508446977077071e+00
4.462311557788944505e+00 1.224887722091150266e+00
4.492462311557789079e+00 1.055965116095926692e+00
4.522613065326632764e+00 1.099876486935109865e+00
4.552763819095477338e+00 1.005111545537108020e+00
4.582914572864321023e+00 9.862468555507740708e-01
4.613065326633165597e+00 1.088747463563694451e+00
4.643216080402010171e+00 9.517845049574737981e-01
4.673366834170853856e+00 9.890175924693060949e-01
4.703517587939698430e+00 1.056366165130864676e+00
4.733668341708542115e+00 1.054852682438985223e+00
4.763819095477386689e+00 1.068556728865305949e+00
4.793969849246231263e+00 9.826719093835467600e-01
4.824120603015074948e+00 1.020653487873215859e+00
4.854271356783919522e+00 8.355452473455775575e-01
4.884422110552763208e+00 9.715437839241646278e-01
4.914572864321607781e+00 9.024372295746933004e-01
4.944723618090452355e+00 9.808017831611113291e-01
4.974874371859296041e+00 8.595020529851301605e-01
5.005025125628140614e+00 9.688413520676977253e-01
5.035175879396984300e+00 8.560457797365871313e-01
5.065326633165828873e+00 9.474259492704705243e-01
5.095477386934673447e+00 8.100644129033053309e-01
5.125628140703517133e+00 7.933933932521297638e-01
5.155778894472361706e+00 7.408731823716472320e-01
5.185929648241205392e+00 8.284846454349937828e-01
5.216080402010049966e+00 8.478528028029782559e-01
5.246231155778894539e+00 8.970421570405211487e-01
5.276381909547738225e+00 6.951656166113426849e-01
5.306532663316582799e+00 6.886624218212120674e-01
5.336683417085426484e+00 6.815374643601094240e-01
5.366834170854271058e+00 7.174949644339523314e-01
5.396984924623115631e+00 6.679034033722741626e-01
5.427135678391959317e+00 7.949252494224944288e-01
5.457286432160803891e+00 8.072159678442376585e-01
5.487437185929647576e+00 7.804086272409079816e-01
5.517587939698492150e+00 6.623920450728865150e-01
5.547738693467336724e+00 7.583551221314352997e-01
5.577889447236180409e+00 7.657964486391404257e-01
5.608040201005024983e+00 6.787685136366772287e-01
5.638190954773868668e+00 6.362651936832804944e-01
5.668341708542713242e+00 7.984307969285258100e-01
5.698492462311557816e+00 6.722338115614253651e-01
5.728643216080401501e+00 6.704385308830488333e-01
5.758793969849246075e+00 7.372765935889019628e-01
5.788944723618090649e+00 7.276752726298469920e-01
5.819095477386934334e+00 6.205086293343359261e-01
5.849246231155778908e+00 6.111164076121142763e-01
5.879396984924622593e+00 7.613188759542622863e-01
5.909547738693467167e+00 7.287428525885728536e-01
5.939698492462311741e+00 6.390303771354990392e-01
5.969849246231155426e+00 6.325140848615935507e-01
6.000000000000000000e+00 7.351592771805555149e-01
